achDebitTransId,achWithdrawalAmount,epsAcctNum,epsTranId,tranAmt,tranDate,tranType,efn,pic,postage,crid,masterMid,permitNumber,permitType,permitFinanceNumber,assessmentType,assessmentDetails,custRefNum1,custRefNum2,mailClass,disputeId
,13967.65,1000273037,1204110934,10.02,2026-07-31 06:21:28,PURCHASE,92750903791782000001601647,9200190379178203947609,4.39,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204111036,10.99,2026-07-31 06:21:29,PURCHASE,92750903791782000001598251,9200190379178203946794,5.74,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204111036,10.99,2026-07-31 06:21:29,PURCHASE,92750903791782000001598251,9200190379178203948071,5.25,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204111043,27.45,2026-07-31 06:21:29,PURCHASE,92750903791782000001601685,9200190379178203948620,5.74,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204111043,27.45,2026-07-31 06:21:29,PURCHASE,92750903791782000001601685,9200190379178203948637,6.23,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204111043,27.45,2026-07-31 06:21:29,PURCHASE,92750903791782000001601685,9200190379178203948644,5.74,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204111043,27.45,2026-07-31 06:21:29,PURCHASE,92750903791782000001601685,9200190379178203949757,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204111043,27.45,2026-07-31 06:21:29,PURCHASE,92750903791782000001601685,9200190379178203948651,4.11,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204111768,13.82,2026-07-31 06:21:37,PURCHASE,92750903791782000001598770,9200190379178203949429,4.18,49993142,903791782,,,,MANIFEST AGGREGATED,,ZT123336,116767,FC,
,13967.65,1000273037,1204111768,13.82,2026-07-31 06:21:37,PURCHASE,92750903791782000001598770,9200190379178203944608,5.74,49993142,903791782,,,,MANIFEST AGGREGATED,,,116716,FC,
,13967.65,1000273037,1204111768,13.82,2026-07-31 06:21:37,PURCHASE,92750903791782000001598770,9200190379178203944615,3.9,49993142,903791782,,,,MANIFEST AGGREGATED,,ZT123314,116623,FC,
,13967.65,1000273037,1204111877,4.52,2026-07-31 06:21:39,PURCHASE,92750903791782000001599425,9200190379178203944738,4.52,49993142,903791782,,,,MANIFEST AGGREGATED,,331936,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043526,5.3,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043540,4.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043618,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043571,5.3,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043663,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043694,4.53,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043519,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043656,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043724,5.3,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043717,4.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043496,4.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043595,4.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043588,4.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043670,4.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043557,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043564,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043649,4.53,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043755,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043625,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043687,4.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043700,4.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043502,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043601,5.15,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043632,4.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043533,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043748,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112451,140.51,2026-07-31 06:21:44,PURCHASE,92750903791782000001602385,9218490379178200043731,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112373,4.25,2026-07-31 06:21:44,PURCHASE,92750903791782000001597797,9200190379178203946343,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112701,28.62,2026-07-31 06:21:47,PURCHASE,92750903791782000001598756,9234690379178202671231,8,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112701,28.62,2026-07-31 06:21:47,PURCHASE,92750903791782000001598756,9234690379178202671330,10.31,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204112701,28.62,2026-07-31 06:21:47,PURCHASE,92750903791782000001598756,9234690379178202671323,10.31,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
13120133,4460.45,1000245755,1204114047,8.03,2026-07-31 06:22:04,PURCHASE,92750903791782000001602187,9236290384491000123132,8.03,49993142,903791782,,,,MANIFEST AGGREGATED,,,863466817,FC,
,13967.65,1000273037,1204114363,14.38,2026-07-31 06:22:09,PURCHASE,92750903791782000001601852,9200190379178203948699,5.74,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204114389,17.92,2026-07-31 06:22:09,PURCHASE,92750903791782000001601463,9200190379178203948583,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204114389,17.92,2026-07-31 06:22:09,PURCHASE,92750903791782000001601463,9200190379178203948576,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204114363,14.38,2026-07-31 06:22:09,PURCHASE,92750903791782000001601852,9200190379178203949788,4.53,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204114363,14.38,2026-07-31 06:22:09,PURCHASE,92750903791782000001601852,9200190379178203949771,4.11,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204114389,17.92,2026-07-31 06:22:09,PURCHASE,92750903791782000001601463,9234690379178202669849,9.42,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204116191,4.01,2026-07-31 06:22:33,PURCHASE,92750903791782000001602897,9200190379178203951156,4.01,49993142,903791782,,,,MANIFEST AGGREGATED,,4476185,USWEB390462,FC,
,13967.65,1000273037,1204116762,16.39,2026-07-31 06:22:39,PURCHASE,92750903791782000001601784,9234690379178202670500,8.03,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204116762,16.39,2026-07-31 06:22:39,PURCHASE,92750903791782000001601784,9200190379178203948668,3.83,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204116762,16.39,2026-07-31 06:22:39,PURCHASE,92750903791782000001601784,9200190379178203948682,4.53,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204116766,18.2,2026-07-31 06:22:39,PURCHASE,92750903791782000001599210,9234690379178202670272,18.2,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
13120133,4460.45,1000245755,1204116841,8.57,2026-07-31 06:22:40,PURCHASE,92750903791782000001601883,9200190384491000849757,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,,863348764,FC,
13120133,4460.45,1000245755,1204116841,8.57,2026-07-31 06:22:40,PURCHASE,92750903791782000001601883,9200190384491000849764,4.32,49993142,903791782,,,,MANIFEST AGGREGATED,,,863102172,FC,
,13967.65,1000273037,1204117091,8.2,2026-07-31 06:22:43,PURCHASE,92750903791782000001596295,9200190379178203943816,4.02,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204117091,8.2,2026-07-31 06:22:43,PURCHASE,92750903791782000001596295,9200190379178203943823,4.18,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204118072,5.15,2026-07-31 06:22:55,PURCHASE,92750903791782000001602811,9200190379178203948996,5.15,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204119090,40.5,2026-07-31 06:23:08,PURCHASE,92750903791782000001599036,9236290379178200078445,10.65,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204119090,40.5,2026-07-31 06:23:08,PURCHASE,92750903791782000001599036,9236290379178200078469,9.78,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204119090,40.5,2026-07-31 06:23:08,PURCHASE,92750903791782000001599036,9236290379178200078438,9.42,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204119090,40.5,2026-07-31 06:23:08,PURCHASE,92750903791782000001599036,9236290379178200078452,10.65,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204121522,4.01,2026-07-31 06:23:39,PURCHASE,92750903791782000001598145,9200190379178203943571,4.01,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204122358,4.25,2026-07-31 06:23:49,PURCHASE,92750903791782000001602033,9200190379178203948804,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204123799,5.94,2026-07-31 06:24:09,PURCHASE,92750903791782000001596707,9234690379178202667609,5.94,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204124343,10.85,2026-07-31 06:24:16,PURCHASE,92750903791782000001599449,9234690379178202669214,10.85,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204124635,6.82,2026-07-31 06:24:19,PURCHASE,92750903791782000001596219,9200190379178203943014,6.82,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204124940,9.06,2026-07-31 06:24:23,PURCHASE,92750903791782000001599128,9200190379178203947517,4.53,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204124940,9.06,2026-07-31 06:24:23,PURCHASE,92750903791782000001599128,9200190379178203946404,4.53,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204125737,9.52,2026-07-31 06:24:34,PURCHASE,92750903791782000001601845,9234690379178202670920,9.52,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204126128,4.76,2026-07-31 06:24:39,PURCHASE,92750903791782000001602484,9200190379178203947951,4.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204126957,13.13,2026-07-31 06:24:51,PURCHASE,92750903791782000001602316,9200190379178203948842,4.11,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204126957,13.13,2026-07-31 06:24:51,PURCHASE,92750903791782000001602316,9200190379178203948859,4.77,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204126957,13.13,2026-07-31 06:24:51,PURCHASE,92750903791782000001602316,9200190379178203948866,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204127002,4.52,2026-07-31 06:24:51,PURCHASE,92750903791782000001596943,9200190379178203951781,4.52,49993142,903791782,,,,MANIFEST AGGREGATED,,332053,,FC,
,13967.65,1000273037,1204128088,10.65,2026-07-31 06:25:07,PURCHASE,92750903791782000001602477,9236290379178200078131,10.65,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
13120133,4460.45,1000245755,1204128950,3.9,2026-07-31 06:25:18,PURCHASE,92750903791782000001599739,9200190384491000849566,3.9,49993142,903791782,,,,MANIFEST AGGREGATED,,,862928905,FC,
,13967.65,1000273037,1204129732,5.63,2026-07-31 06:25:28,PURCHASE,92750903791782000001602200,9200190379178203949559,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204129707,10.99,2026-07-31 06:25:28,PURCHASE,92750903791782000001597124,9200190379178203944370,5.74,49993142,903791782,,,,MANIFEST AGGREGATED,,,116267,FC,
,13967.65,1000273037,1204129707,10.99,2026-07-31 06:25:28,PURCHASE,92750903791782000001597124,9200190379178203944363,5.25,49993142,903791782,,,,MANIFEST AGGREGATED,,,116711,FC,
,13967.65,1000273037,1204131713,13.51,2026-07-31 06:25:51,PURCHASE,92750903791782000001599852,9200190379178203946831,4.11,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204131713,13.51,2026-07-31 06:25:51,PURCHASE,92750903791782000001599852,9200190379178203948293,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204131713,13.51,2026-07-31 06:25:51,PURCHASE,92750903791782000001599852,9200190379178203946824,5.15,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204133022,9.78,2026-07-31 06:26:06,PURCHASE,92750903791782000001601715,9234690379178202670487,9.78,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204133669,13.7,2026-07-31 06:26:15,PURCHASE,92750903791782000001597247,9200190379178203943915,4.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204133669,13.7,2026-07-31 06:26:15,PURCHASE,92750903791782000001597247,9200190379178203944387,4.18,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204133669,13.7,2026-07-31 06:26:15,PURCHASE,92750903791782000001597247,9200190379178203943908,4.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204133895,3.9,2026-07-31 06:26:18,PURCHASE,92750903791782000001597070,9200190379178203946268,3.9,49993142,903791782,,,,MANIFEST AGGREGATED,,ZT123326,116718,FC,
,13967.65,1000273037,1204133932,5.15,2026-07-31 06:26:18,PURCHASE,92750903791782000001602422,9200190379178203951903,5.15,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204134178,4.18,2026-07-31 06:26:22,PURCHASE,92750903791782000001599258,9200190379178203948170,4.18,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204134406,29.42,2026-07-31 06:26:25,PURCHASE,92750903791782000001602002,9234690379178202671811,6.17,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204134406,29.42,2026-07-31 06:26:25,PURCHASE,92750903791782000001602002,9234690379178202671828,9.34,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204134406,29.42,2026-07-31 06:26:25,PURCHASE,92750903791782000001602002,9234690379178202671835,6.54,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204134406,29.42,2026-07-31 06:26:25,PURCHASE,92750903791782000001602002,9234690379178202671842,7.37,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204134989,13.21,2026-07-31 06:26:33,PURCHASE,92750903791782000001596400,9234690379178202666794,7.27,49993142,903791782,,,,MANIFEST AGGREGATED,,,SO376873,FC,
,13967.65,1000273037,1204134989,13.21,2026-07-31 06:26:33,PURCHASE,92750903791782000001596400,9234690379178202667470,5.94,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204135439,8,2026-07-31 06:26:38,PURCHASE,92750903791782000001602736,9234690379178202671019,8,49993142,903791782,,,,MANIFEST AGGREGATED,,,SO377042,FC,
,13967.65,1000273037,1204136971,48.89,2026-07-31 06:26:58,PURCHASE,92750903791782000001599609,9236290379178200077738,10.65,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204136971,48.89,2026-07-31 06:26:58,PURCHASE,92750903791782000001599609,9236290379178200077783,10.65,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204136971,48.89,2026-07-31 06:26:58,PURCHASE,92750903791782000001599609,9236290379178200077745,9.78,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204136971,48.89,2026-07-31 06:26:58,PURCHASE,92750903791782000001599609,9236290379178200077769,9.78,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204136971,48.89,2026-07-31 06:26:58,PURCHASE,92750903791782000001599609,9236290379178200077790,8.03,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204137457,5.63,2026-07-31 06:27:04,PURCHASE,92750903791782000001596981,9200190379178203948026,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204137644,4.76,2026-07-31 06:27:07,PURCHASE,92750903791782000001597704,9200190379178203951804,4.76,49993142,903791782,,,,MANIFEST AGGREGATED,,332058,,FC,
,13967.65,1000273037,1204138900,8.43,2026-07-31 06:27:23,PURCHASE,92750903791782000001598930,9200190379178203944189,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,332020,,FC,
,13967.65,1000273037,1204138900,8.43,2026-07-31 06:27:23,PURCHASE,92750903791782000001598930,9200190379178203944172,4.18,49993142,903791782,,,,MANIFEST AGGREGATED,,332018,,FC,
,13967.65,1000273037,1204139522,9.15,2026-07-31 06:27:29,PURCHASE,92750903791782000001601470,9200190379178203947593,4.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204139522,9.15,2026-07-31 06:27:29,PURCHASE,92750903791782000001601470,9200190379178203947586,4.39,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204139781,14.07,2026-07-31 06:27:31,PURCHASE,92750903791782000001601760,9200190379178203948675,4.53,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204139781,14.07,2026-07-31 06:27:31,PURCHASE,92750903791782000001601760,9200190379178203947654,4.39,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204139781,14.07,2026-07-31 06:27:31,PURCHASE,92750903791782000001601760,9200190379178203947692,5.15,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204140876,5.15,2026-07-31 06:27:44,PURCHASE,92750903791782000001596592,9200190379178203943045,5.15,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204144260,40.24,2026-07-31 06:28:19,PURCHASE,92750903791782000001599869,9200190379178203949726,5.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204144260,40.24,2026-07-31 06:28:19,PURCHASE,92750903791782000001599869,9200190379178203946411,3.9,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204144260,40.24,2026-07-31 06:28:19,PURCHASE,92750903791782000001599869,9234690379178202671705,7.81,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204144260,40.24,2026-07-31 06:28:19,PURCHASE,92750903791782000001599869,9234690379178202671729,22.9,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204144534,4.53,2026-07-31 06:28:22,PURCHASE,92750903791782000001601968,9200190379178203947791,4.53,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204144933,4.42,2026-07-31 06:28:27,PURCHASE,92750903791782000001598558,9200190379178203948095,4.42,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204145174,4.18,2026-07-31 06:28:30,PURCHASE,92750903791782000001597643,9200190379178203946329,4.18,49993142,903791782,,,,MANIFEST AGGREGATED,,ZT123319,116645,FC,
,13967.65,1000273037,1204145240,4.76,2026-07-31 06:28:31,PURCHASE,92750903791782000001602323,9200190379178203947906,4.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204147643,9,2026-07-31 06:28:58,PURCHASE,92750903791782000001597377,9234690379178202668880,9,49993142,903791782,,,,MANIFEST AGGREGATED,,,116712,FC,
,13967.65,1000273037,1204147668,9.34,2026-07-31 06:28:59,PURCHASE,92750903791782000001596479,9234690379178202668248,9.34,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204148445,4.18,2026-07-31 06:29:08,PURCHASE,92750903791782000001599920,9200190379178203944967,4.18,49993142,903791782,,,,MANIFEST AGGREGATED,,331905,,FC,
,13967.65,1000273037,1204149411,10.65,2026-07-31 06:29:19,PURCHASE,92750903791782000001602651,9236290379178200078353,10.65,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204149533,5.99,2026-07-31 06:29:20,PURCHASE,92750903791782000001597674,9234690379178202672818,5.99,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
13120133,4460.45,1000245755,1204149642,4.76,2026-07-31 06:29:21,PURCHASE,92750903791782000001599265,9200190384491000849474,4.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,863040122,FC,
,13967.65,1000273037,1204150740,9.78,2026-07-31 06:29:35,PURCHASE,92750903791782000001600053,9234690379178202670326,9.78,49993142,903791782,,,,MANIFEST AGGREGATED,,54668,,FC,
,13967.65,1000273037,1204150904,4.77,2026-07-31 06:29:36,PURCHASE,92750903791782000001601708,9200190379178203947630,4.77,49993142,903791782,,,,MANIFEST AGGREGATED,,,501418,FC,
,13967.65,1000273037,1204151795,4.39,2026-07-31 06:29:45,PURCHASE,92750903791782000001596639,9200190379178203943861,4.39,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204153586,8.36,2026-07-31 06:30:01,PURCHASE,92750903791782000001602262,9200190379178203949818,4.11,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204153586,8.36,2026-07-31 06:30:01,PURCHASE,92750903791782000001602262,9200190379178203949801,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204154961,30.86,2026-07-31 06:30:14,PURCHASE,92750903791782000001602798,9234690379178202672115,9.34,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204154961,30.86,2026-07-31 06:30:14,PURCHASE,92750903791782000001602798,9234690379178202672061,6.01,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204154961,30.86,2026-07-31 06:30:14,PURCHASE,92750903791782000001602798,9234690379178202672092,9.34,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204154961,30.86,2026-07-31 06:30:14,PURCHASE,92750903791782000001602798,9234690379178202672085,6.17,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204155601,12.56,2026-07-31 06:30:20,PURCHASE,92750903791782000001602071,9234690379178202670562,8.03,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204155601,12.56,2026-07-31 06:30:20,PURCHASE,92750903791782000001602071,9200190379178203948798,4.53,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204156202,29.76,2026-07-31 06:30:25,PURCHASE,92750903791782000001597353,9234690379178202668897,7.44,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204156202,29.76,2026-07-31 06:30:25,PURCHASE,92750903791782000001597353,9234690379178202668873,7.44,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204156202,29.76,2026-07-31 06:30:25,PURCHASE,92750903791782000001597353,9234690379178202668910,7.44,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204156202,29.76,2026-07-31 06:30:25,PURCHASE,92750903791782000001597353,9234690379178202668903,7.44,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,13967.65,1000273037,1204156535,15.42,2026-07-31 06:30:29,PURCHASE,92750903791782000001599494,9200190379178203944790,4.52,49993142,903791782,,,,MANIFEST AGGREGATED,,,116682,FC,
,13967.65,1000273037,1204156535,15.42,2026-07-31 06:30:29,PURCHASE,92750903791782000001599494,9234690379178202669269,6.79,49993142,903791782,,,,MANIFEST AGGREGATED,,,116148,FC,
